,CIDADE,LAT,LONG,AREA,QUARTOS,BANHEIRO,ESTACIONAMENTO,PISO,ANIMAL,MOBILIA,TAXA,ALUGUEL,IPTU,SEGURO,DESPESA_TOTAL
4503,4.0,-23.56185,-46.6391,84.0,3.0,2.0,3.0,8.0,1.0,1.0,1450.0,3200.0,413.0,41.0,5104.0
4504,4.0,-23.58053,-46.62269,209.0,3.0,3.0,0.0,4.0,0.0,1.0,2200.0,4000.0,803.0,51.0,7054.0
4505,0.0,-19.9015,-43.94711,100.0,3.0,2.0,1.0,2.0,0.0,1.0,745.0,1400.0,119.0,19.0,2283.0
4506,4.0,-23.59247,-46.62458,50.0,2.0,1.0,1.0,3.0,0.0,1.0,360.0,1300.0,0.0,17.0,1677.0
4507,3.0,-22.94821,-43.15353,23.0,1.0,1.0,0.0,4.0,1.0,1.0,550.0,1500.0,0.0,20.0,2070.0
4508,4.0,-23.5968,-46.63936,68.0,1.0,2.0,1.0,11.0,0.0,1.0,1200.0,4500.0,100.0,58.0,5858.0
4509,4.0,-23.59427,-46.63848,57.0,2.0,2.0,1.0,8.0,0.0,1.0,465.0,1150.0,10.0,15.0,1640.0
4510,0.0,-19.94473,-43.94434,110.0,2.0,2.0,1.0,6.0,0.0,1.0,700.0,4000.0,84.0,54.0,4838.0
4511,4.0,-23.53546,-46.62258,69.0,2.0,1.0,1.0,3.0,0.0,1.0,470.0,1550.0,70.0,20.0,2110.0
4512,1.0,-22.90072,-47.06909,48.0,1.0,1.0,1.0,1.0,1.0,1.0,450.0,550.0,42.0,7.0,1049.0
4513,4.0,-23.53881,-46.60027,240.0,3.0,5.0,3.0,14.0,0.0,0.0,3500.0,10800.0,1250.0,137.0,15690.0
4514,0.0,-19.93274,-43.92204,84.0,3.0,2.0,0.0,3.0,0.0,1.0,250.0,1250.0,130.0,17.0,1647.0
4515,4.0,-23.57221,-46.63739,88.0,2.0,2.0,3.0,20.0,0.0,0.0,3114.0,3400.0,463.0,44.0,7021.0
4516,4.0,-23.57357,-46.60878,270.0,3.0,2.0,2.0,15.0,0.0,1.0,2168.0,10000.0,407.0,127.0,12700.0
4517,3.0,-22.94264,-43.18469,66.0,2.0,1.0,1.0,5.0,0.0,1.0,800.0,1560.0,88.0,21.0,2469.0
4518,3.0,-22.93978,-43.16435,81.0,3.0,1.0,1.0,7.0,0.0,1.0,725.0,1500.0,49.0,20.0,2294.0
4519,4.0,-23.56811,-46.6246,184.0,4.0,3.0,3.0,2.0,0.0,0.0,1200.0,4500.0,750.0,58.0,6508.0
4520,4.0,-23.53666,-46.64153,500.0,3.0,5.0,2.0,11.0,0.0,1.0,5000.0,15000.0,1000.0,191.0,21190.0
4521,4.0,-23.59263,-46.64488,200.0,3.0,4.0,3.0,18.0,0.0,0.0,2350.0,6200.0,1084.0,79.0,9713.0
4522,4.0,-23.51617,-46.64741,70.0,2.0,2.0,1.0,7.0,0.0,1.0,569.0,1900.0,25.0,25.0,2519.0
4523,0.0,-19.94496,-43.94763,155.0,4.0,5.0,3.0,15.0,0.0,1.0,1700.0,6200.0,542.0,83.0,8525.0
4524,4.0,-23.57393,-46.63029,198.0,1.0,1.0,3.0,2.0,1.0,0.0,1100.0,10700.0,350.0,136.0,12290.0
4525,4.0,-23.55969,-46.6352,45.0,2.0,1.0,0.0,5.0,1.0,0.0,400.0,2800.0,0.0,36.0,3236.0
4526,4.0,-23.54163,-46.6298,40.0,1.0,1.0,1.0,8.0,1.0,0.0,1800.0,4800.0,350.0,61.0,7011.0
4527,2.0,-30.02978,-51.22247,30.0,1.0,1.0,0.0,2.0,0.0,0.0,200.0,1100.0,42.0,17.0,1359.0
4528,4.0,-23.51148,-46.62826,44.0,1.0,1.0,1.0,5.0,0.0,0.0,760.0,2572.0,91.0,33.0,3456.0
4529,4.0,-23.55727,-46.60154,98.0,3.0,2.0,2.0,12.0,1.0,1.0,958.0,4300.0,180.0,55.0,5493.0
4530,0.0,-19.93004,-43.93284,73.0,3.0,1.0,0.0,1.0,0.0,1.0,200.0,900.0,38.0,12.0,1150.0
4531,4.0,-23.52482,-46.60066,340.0,4.0,4.0,4.0,15.0,0.0,0.0,2500.0,8700.0,0.0,111.0,11310.0
4532,2.0,-30.00779,-51.20314,101.0,3.0,2.0,0.0,3.0,0.0,0.0,450.0,1920.0,87.0,29.0,2486.0
4533,3.0,-22.92574,-43.17134,30.0,1.0,1.0,0.0,11.0,0.0,1.0,500.0,1720.0,0.0,23.0,2243.0
4534,3.0,-22.9328,-43.18888,30.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,500.0,0.0,7.0,507.0
4535,4.0,-23.55247,-46.62121,171.0,3.0,5.0,3.0,16.0,0.0,1.0,1320.0,10600.0,870.0,135.0,12930.0
4536,4.0,-23.53558,-46.62951,100.0,3.0,2.0,1.0,1.0,0.0,1.0,879.0,1600.0,90.0,21.0,2590.0
4537,4.0,-23.52762,-46.6389,70.0,2.0,1.0,1.0,9.0,0.0,1.0,767.0,2707.0,0.0,11.0,3485.0
4538,4.0,-23.56237,-46.64759,49.0,1.0,1.0,0.0,1.0,0.0,0.0,768.0,2600.0,66.0,33.0,3467.0
4539,0.0,-19.91006,-43.94656,62.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1300.0,0.0,18.0,1318.0
4540,4.0,-23.5533,-46.62767,162.0,4.0,5.0,3.0,16.0,0.0,1.0,1720.0,3700.0,525.0,47.0,5992.0
4541,4.0,-23.58123,-46.63115,260.0,4.0,4.0,4.0,4.0,0.0,1.0,3247.0,15000.0,1589.0,191.0,20030.0
4542,3.0,-22.92069,-43.17756,266.0,4.0,4.0,2.0,4.0,0.0,1.0,1704.0,4850.0,659.0,63.0,7276.0
4543,4.0,-23.59777,-46.63651,250.0,3.0,5.0,5.0,18.0,0.0,0.0,3427.0,15000.0,1834.0,191.0,20450.0
4544,4.0,-23.51749,-46.60167,124.0,3.0,3.0,2.0,2.0,1.0,1.0,2019.0,2500.0,430.0,32.0,4981.0
4545,0.0,-19.93569,-43.92877,57.0,3.0,1.0,1.0,4.0,0.0,1.0,300.0,900.0,56.0,12.0,1268.0
4546,4.0,-23.57848,-46.63755,218.0,3.0,4.0,2.0,6.0,1.0,1.0,1800.0,7800.0,334.0,99.0,10030.0
4547,4.0,-23.59109,-46.63578,210.0,4.0,4.0,4.0,5.0,0.0,1.0,3000.0,13100.0,1325.0,166.0,17590.0
4548,2.0,-30.03251,-51.21625,274.0,3.0,2.0,2.0,1.0,0.0,1.0,300.0,2500.0,253.0,37.0,3090.0
4549,4.0,-23.50826,-46.61358,52.0,2.0,2.0,1.0,2.0,0.0,0.0,391.0,1800.0,0.0,23.0,2214.0
4550,4.0,-23.54706,-46.64578,254.0,4.0,6.0,5.0,14.0,1.0,0.0,4000.0,7740.0,1584.0,99.0,13420.0
4551,4.0,-23.52774,-46.64484,147.0,3.0,3.0,3.0,13.0,0.0,1.0,1157.0,3600.0,309.0,46.0,5112.0
4552,3.0,-22.9436,-43.18758,78.0,2.0,2.0,1.0,2.0,0.0,1.0,180.0,1650.0,0.0,26.0,1856.0
4553,3.0,-22.94456,-43.16938,130.0,3.0,2.0,0.0,6.0,0.0,1.0,1350.0,2700.0,300.0,35.0,4385.0
4554,4.0,-23.56364,-46.60807,50.0,1.0,1.0,1.0,21.0,0.0,0.0,765.0,2700.0,105.0,35.0,3605.0
4555,4.0,-23.56087,-46.61264,110.0,3.0,2.0,3.0,11.0,0.0,1.0,1150.0,2600.0,334.0,33.0,4117.0
4556,3.0,-22.94321,-43.1994,80.0,2.0,1.0,0.0,2.0,0.0,1.0,270.0,2850.0,173.0,37.0,3330.0
4557,4.0,-23.53415,-46.64844,376.0,5.0,6.0,4.0,13.0,0.0,1.0,4252.0,12000.0,1980.0,153.0,18390.0
4558,4.0,-23.52626,-46.62563,50.0,2.0,1.0,0.0,12.0,0.0,1.0,500.0,1370.0,7.0,18.0,1895.0
4559,4.0,-23.53208,-46.61247,179.0,3.0,2.0,2.0,5.0,0.0,1.0,2080.0,10000.0,443.0,127.0,12650.0
4560,1.0,-22.90055,-47.0595,163.0,3.0,5.0,3.0,20.0,0.0,1.0,1450.0,9800.0,350.0,125.0,11730.0
4561,3.0,-22.91849,-43.15989,110.0,3.0,1.0,1.0,8.0,0.0,1.0,1055.0,1820.0,124.0,24.0,3023.0
4562,4.0,-23.59957,-46.62725,35.0,1.0,1.0,0.0,18.0,0.0,1.0,250.0,1850.0,0.0,24.0,2124.0
4563,1.0,-22.91312,-47.05051,96.0,3.0,3.0,2.0,4.0,1.0,1.0,590.0,4147.0,243.0,53.0,5033.0
4564,3.0,-22.91418,-43.19456,77.0,2.0,1.0,0.0,5.0,0.0,1.0,705.0,1200.0,59.0,16.0,1980.0
4565,4.0,-23.51496,-46.64835,35.0,1.0,1.0,1.0,2.0,0.0,1.0,762.0,2650.0,127.0,34.0,3573.0
4566,4.0,-23.59342,-46.62552,280.0,3.0,4.0,4.0,14.0,1.0,0.0,3700.0,12000.0,1150.0,153.0,17000.0
4567,4.0,-23.5847,-46.62141,2460.0,5.0,4.0,4.0,12.0,0.0,1.0,2254.0,5100.0,7859.0,103.0,18320.0
4568,0.0,-19.92444,-43.93313,140.0,4.0,2.0,2.0,3.0,0.0,1.0,877.0,1950.0,271.0,26.0,3124.0
4569,0.0,-19.94645,-43.92913,95.0,3.0,4.0,1.0,9.0,0.0,1.0,957.0,3000.0,254.0,40.0,4251.0
4570,1.0,-22.90233,-47.05724,55.0,2.0,1.0,1.0,1.0,0.0,1.0,270.0,900.0,34.0,12.0,1216.0
4571,1.0,-22.91531,-47.05766,54.0,1.0,2.0,0.0,1.0,0.0,1.0,245.0,720.0,46.0,10.0,1021.0
4572,0.0,-19.91774,-43.93303,50.0,2.0,1.0,2.0,6.0,0.0,1.0,220.0,850.0,109.0,12.0,1191.0
4573,4.0,-23.58509,-46.6405,200.0,4.0,5.0,4.0,16.0,0.0,1.0,2607.0,10000.0,1150.0,127.0,13880.0
4574,4.0,-23.54923,-46.61189,50.0,1.0,1.0,1.0,2.0,0.0,1.0,650.0,2350.0,24.0,30.0,3054.0
4575,4.0,-23.51523,-46.62295,67.0,2.0,2.0,1.0,1.0,0.0,1.0,1250.0,2840.0,255.0,36.0,4381.0
4576,4.0,-23.5448,-46.63366,62.0,3.0,2.0,1.0,8.0,1.0,1.0,300.0,2050.0,0.0,26.0,2376.0
4577,3.0,-22.91856,-43.15589,50.0,1.0,1.0,0.0,2.0,0.0,0.0,532.0,1700.0,77.0,22.0,2331.0
4578,2.0,-30.01941,-51.22652,77.0,2.0,2.0,2.0,3.0,0.0,1.0,450.0,2500.0,0.0,37.0,2987.0
4579,4.0,-23.56477,-46.63311,220.0,3.0,3.0,2.0,13.0,0.0,1.0,250.0,4680.0,184.0,60.0,5174.0
4580,4.0,-23.50557,-46.64735,253.0,4.0,5.0,3.0,1.0,0.0,1.0,2100.0,4100.0,0.0,52.0,6252.0
4581,4.0,-23.58259,-46.613,35.0,1.0,1.0,0.0,6.0,0.0,1.0,380.0,900.0,0.0,12.0,1292.0
4582,4.0,-23.54177,-46.60763,23.0,1.0,1.0,1.0,26.0,0.0,1.0,472.0,2300.0,59.0,30.0,2861.0
4583,4.0,-23.52683,-46.62608,325.0,4.0,3.0,2.0,3.0,0.0,1.0,4500.0,8500.0,1111.0,108.0,14220.0
4584,2.0,-30.04338,-51.22265,28.0,1.0,1.0,0.0,4.0,0.0,1.0,150.0,800.0,15.0,12.0,977.0
4585,3.0,-22.92907,-43.16809,76.0,2.0,2.0,1.0,9.0,0.0,0.0,1400.0,3360.0,203.0,44.0,5007.0
4586,4.0,-23.50553,-46.615,70.0,2.0,1.0,1.0,7.0,0.0,1.0,500.0,1300.0,48.0,17.0,1865.0
4587,4.0,-23.58519,-46.62808,120.0,3.0,4.0,2.0,5.0,0.0,0.0,2200.0,2040.0,667.0,26.0,4933.0
4588,2.0,-30.02299,-51.2065,60.0,1.0,1.0,0.0,2.0,0.0,1.0,200.0,750.0,42.0,11.0,1003.0
4589,2.0,-30.04595,-51.22292,87.0,2.0,2.0,2.0,19.0,0.0,1.0,630.0,2900.0,67.0,43.0,3640.0
4590,4.0,-23.52161,-46.62052,260.0,4.0,4.0,3.0,13.0,0.0,1.0,4070.0,15000.0,1500.0,191.0,20760.0
4591,3.0,-22.9006,-43.1936,100.0,3.0,1.0,2.0,1.0,0.0,1.0,1890.0,4500.0,213.0,58.0,6661.0
4592,4.0,-23.52868,-46.62025,50.0,2.0,2.0,0.0,1.0,1.0,1.0,200.0,950.0,0.0,13.0,1163.0
4593,4.0,-23.50341,-46.6255,75.0,1.0,2.0,2.0,19.0,0.0,1.0,1092.0,2500.0,321.0,32.0,3945.0
4594,4.0,-23.56466,-46.61306,213.0,3.0,2.0,0.0,9.0,0.0,1.0,1490.0,4100.0,230.0,52.0,5872.0
4595,2.0,-30.0371,-51.20515,55.0,2.0,1.0,0.0,2.0,0.0,1.0,287.0,1000.0,42.0,15.0,1344.0
4596,4.0,-23.52865,-46.64073,264.0,3.0,3.0,2.0,16.0,0.0,0.0,2480.0,5300.0,665.0,68.0,8513.0
4597,0.0,-19.92239,-43.93937,66.0,2.0,1.0,1.0,1.0,1.0,1.0,250.0,1650.0,83.0,22.0,2005.0
4598,1.0,-22.9161,-47.0668,269.0,4.0,5.0,0.0,12.0,0.0,1.0,3000.0,5100.0,963.0,65.0,9128.0
4599,3.0,-22.94603,-43.15934,50.0,2.0,1.0,1.0,5.0,0.0,0.0,470.0,1550.0,13.0,20.0,2053.0
4600,4.0,-23.53652,-46.6019,38.0,1.0,1.0,0.0,3.0,1.0,1.0,200.0,1685.0,30.0,22.0,1937.0
4601,3.0,-22.94825,-43.19219,50.0,2.0,1.0,0.0,5.0,0.0,0.0,460.0,1800.0,50.0,24.0,2334.0
4602,4.0,-23.57206,-46.62842,84.0,1.0,1.0,1.0,1.0,1.0,1.0,929.0,2500.0,246.0,32.0,3707.0
4603,1.0,-22.91444,-47.06517,40.0,1.0,1.0,1.0,1.0,1.0,0.0,560.0,1000.0,33.0,13.0,1606.0
4604,2.0,-30.01585,-51.20749,27.0,1.0,1.0,0.0,2.0,0.0,1.0,100.0,960.0,75.0,15.0,1150.0
4605,4.0,-23.55146,-46.63549,90.0,2.0,2.0,0.0,1.0,0.0,0.0,320.0,3200.0,0.0,41.0,3561.0
4606,2.0,-30.04349,-51.22773,50.0,1.0,1.0,0.0,2.0,1.0,1.0,250.0,1500.0,50.0,22.0,1822.0
4607,4.0,-23.54947,-46.62311,220.0,3.0,4.0,1.0,6.0,0.0,1.0,1680.0,12000.0,334.0,153.0,14170.0
4608,4.0,-23.50303,-46.60979,106.0,3.0,3.0,1.0,2.0,0.0,1.0,970.0,2500.0,350.0,32.0,3852.0
4609,4.0,-23.56217,-46.60703,65.0,2.0,1.0,2.0,7.0,0.0,1.0,980.0,1800.0,167.0,23.0,2970.0
4610,2.0,-30.0405,-51.22934,70.0,2.0,1.0,1.0,2.0,0.0,1.0,390.0,930.0,45.0,14.0,1379.0
4611,1.0,-22.89111,-47.06625,60.0,2.0,1.0,1.0,3.0,0.0,1.0,345.0,820.0,16.0,11.0,1192.0
4612,3.0,-22.94568,-43.18474,80.0,2.0,2.0,0.0,3.0,0.0,1.0,450.0,1275.0,0.0,17.0,1742.0
4613,4.0,-23.58298,-46.62843,85.0,2.0,2.0,2.0,7.0,1.0,1.0,900.0,7200.0,417.0,92.0,8609.0
4614,4.0,-23.56357,-46.61901,87.0,2.0,2.0,1.0,5.0,0.0,1.0,2100.0,2975.0,117.0,38.0,5230.0
4615,4.0,-23.50731,-46.6069,78.0,3.0,1.0,2.0,7.0,0.0,0.0,1350.0,2330.0,150.0,30.0,3860.0
4616,4.0,-23.57353,-46.60353,188.0,3.0,3.0,3.0,4.0,0.0,0.0,1800.0,8000.0,841.0,102.0,10740.0
4617,3.0,-22.93407,-43.16635,38.0,1.0,1.0,1.0,3.0,0.0,1.0,423.0,1450.0,0.0,19.0,1892.0
4618,4.0,-23.53266,-46.60721,209.0,4.0,4.0,5.0,10.0,0.0,0.0,3990.0,9800.0,0.0,125.0,13920.0
4619,4.0,-23.52102,-46.64832,280.0,4.0,5.0,4.0,14.0,0.0,1.0,3200.0,13000.0,1000.0,165.0,17370.0
4620,4.0,-23.52728,-46.63607,420.0,4.0,4.0,4.0,9.0,0.0,1.0,6000.0,15000.0,3334.0,191.0,24530.0
4621,2.0,-30.01842,-51.20774,46.0,1.0,1.0,0.0,5.0,0.0,1.0,280.0,990.0,30.0,15.0,1315.0
4622,2.0,-30.02263,-51.20324,63.0,2.0,1.0,2.0,6.0,0.0,0.0,700.0,2750.0,92.0,41.0,3583.0
4623,4.0,-23.55165,-46.64323,98.0,2.0,2.0,2.0,29.0,0.0,1.0,1450.0,8500.0,450.0,108.0,10510.0
4624,3.0,-22.94734,-43.19391,119.0,3.0,3.0,2.0,7.0,0.0,1.0,1200.0,3000.0,129.0,39.0,4368.0
4625,2.0,-30.0025,-51.22481,40.0,1.0,1.0,0.0,2.0,1.0,1.0,210.0,796.0,26.0,12.0,1044.0
4626,2.0,-30.03904,-51.21619,110.0,3.0,1.0,1.0,2.0,0.0,1.0,450.0,2700.0,83.0,40.0,3273.0
4627,4.0,-23.59825,-46.62568,25.0,1.0,1.0,0.0,23.0,0.0,1.0,432.0,2200.0,45.0,28.0,2705.0
4628,4.0,-23.55058,-46.64748,75.0,2.0,1.0,1.0,5.0,1.0,1.0,748.0,2000.0,0.0,26.0,2774.0
4629,4.0,-23.55862,-46.63553,50.0,2.0,1.0,1.0,7.0,1.0,1.0,347.0,1500.0,0.0,20.0,1867.0
4630,3.0,-22.9075,-43.16304,152.0,4.0,2.0,1.0,7.0,0.0,0.0,1944.0,3500.0,357.0,46.0,5847.0
4631,3.0,-22.90293,-43.15399,120.0,3.0,3.0,2.0,6.0,0.0,1.0,1316.0,3000.0,504.0,39.0,4859.0
4632,4.0,-23.5278,-46.60887,64.0,1.0,2.0,2.0,15.0,0.0,1.0,691.0,2100.0,92.0,27.0,2910.0
4633,2.0,-30.00007,-51.22134,180.0,3.0,2.0,1.0,3.0,1.0,1.0,1300.0,2000.0,125.0,30.0,3455.0
4634,0.0,-19.9318,-43.92489,61.0,3.0,1.0,1.0,2.0,0.0,1.0,300.0,1500.0,85.0,20.0,1905.0
4635,1.0,-22.89908,-47.05275,62.0,2.0,1.0,0.0,2.0,0.0,1.0,430.0,800.0,25.0,11.0,1266.0
4636,4.0,-23.57364,-46.60063,35.0,1.0,1.0,1.0,1.0,1.0,0.0,444.0,3388.0,124.0,43.0,3999.0
4637,0.0,-19.90097,-43.94967,60.0,2.0,1.0,1.0,2.0,0.0,1.0,250.0,1300.0,30.0,18.0,1598.0
4638,2.0,-30.01382,-51.20529,58.0,1.0,2.0,2.0,2.0,0.0,1.0,450.0,2200.0,0.0,33.0,2683.0
4639,4.0,-23.56244,-46.62836,146.0,3.0,5.0,2.0,8.0,0.0,1.0,1100.0,6600.0,424.0,84.0,8208.0
4640,4.0,-23.59796,-46.62982,176.0,3.0,4.0,3.0,4.0,0.0,1.0,1600.0,6500.0,775.0,83.0,8958.0
4641,0.0,-19.93837,-43.94232,47.0,2.0,1.0,1.0,4.0,1.0,1.0,250.0,1300.0,0.0,18.0,1568.0
4642,4.0,-23.58295,-46.63394,103.0,3.0,2.0,0.0,14.0,0.0,1.0,950.0,2160.0,39.0,28.0,3177.0
4643,4.0,-23.58711,-46.61788,34.0,1.0,1.0,0.0,10.0,0.0,1.0,200.0,1530.0,25.0,20.0,1775.0
4644,4.0,-23.5258,-46.61041,215.0,4.0,4.0,2.0,16.0,1.0,0.0,2600.0,6000.0,917.0,77.0,9594.0
4645,3.0,-22.93817,-43.1661,60.0,2.0,1.0,1.0,3.0,1.0,1.0,530.0,1230.0,88.0,16.0,1864.0
4646,3.0,-22.90977,-43.16064,145.0,3.0,2.0,1.0,3.0,0.0,1.0,3300.0,9000.0,700.0,116.0,13120.0
4647,4.0,-23.57416,-46.63842,44.0,1.0,1.0,1.0,19.0,0.0,0.0,385.0,3600.0,125.0,46.0,4156.0
4648,4.0,-23.56274,-46.61856,90.0,2.0,2.0,0.0,3.0,0.0,1.0,1600.0,4200.0,250.0,54.0,6104.0
4649,4.0,-23.5195,-46.6207,180.0,4.0,3.0,1.0,4.0,0.0,0.0,1572.0,5000.0,240.0,64.0,6876.0
4650,2.0,-30.01761,-51.20118,123.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,3000.0,0.0,44.0,3044.0
4651,4.0,-23.59391,-46.6209,54.0,2.0,2.0,1.0,8.0,1.0,1.0,769.0,2200.0,216.0,28.0,3213.0
4652,4.0,-23.57412,-46.60691,50.0,1.0,1.0,1.0,6.0,0.0,0.0,1000.0,1884.0,0.0,11.0,2895.0
4653,2.0,-30.00028,-51.21705,36.0,1.0,1.0,1.0,17.0,0.0,1.0,225.0,1200.0,35.0,18.0,1478.0
4654,4.0,-23.57766,-46.61092,92.0,1.0,2.0,1.0,6.0,0.0,1.0,810.0,3010.0,16.0,39.0,3875.0
4655,4.0,-23.59241,-46.60324,68.0,2.0,2.0,1.0,7.0,0.0,1.0,500.0,2000.0,79.0,26.0,2605.0
4656,4.0,-23.52786,-46.63969,94.0,3.0,3.0,3.0,4.0,0.0,0.0,1400.0,4450.0,330.0,57.0,6237.0
4657,4.0,-23.59761,-46.60757,116.0,3.0,4.0,2.0,1.0,0.0,0.0,1242.0,3900.0,413.0,50.0,5605.0
4658,4.0,-23.59101,-46.62171,48.0,1.0,1.0,1.0,2.0,0.0,0.0,530.0,1700.0,71.0,22.0,2323.0
4659,4.0,-23.54509,-46.60381,115.0,3.0,5.0,2.0,10.0,0.0,1.0,1830.0,7000.0,495.0,89.0,9414.0
4660,4.0,-23.55164,-46.61328,90.0,1.0,1.0,1.0,12.0,0.0,1.0,870.0,3600.0,73.0,14.0,4557.0
4661,3.0,-22.91097,-43.15526,89.0,2.0,2.0,1.0,2.0,0.0,1.0,800.0,2900.0,148.0,38.0,3886.0
4662,2.0,-30.01765,-51.20082,30.0,1.0,1.0,0.0,3.0,0.0,1.0,140.0,1360.0,24.0,20.0,1544.0
4663,2.0,-30.01313,-51.21245,39.0,1.0,1.0,0.0,11.0,0.0,1.0,340.0,600.0,13.0,9.0,962.0
4664,4.0,-23.52008,-46.64376,42.0,1.0,1.0,1.0,27.0,1.0,0.0,560.0,5250.0,100.0,67.0,5977.0
4665,4.0,-23.54437,-46.64717,47.0,1.0,2.0,1.0,2.0,0.0,0.0,490.0,2500.0,125.0,32.0,3147.0
4666,4.0,-23.56473,-46.61912,108.0,3.0,2.0,1.0,10.0,0.0,1.0,1000.0,3655.0,240.0,47.0,4942.0
4667,4.0,-23.55596,-46.62979,128.0,3.0,4.0,4.0,13.0,1.0,0.0,1306.0,8000.0,595.0,102.0,10000.0
4668,3.0,-22.93444,-43.16098,179.0,4.0,2.0,0.0,9.0,0.0,1.0,1600.0,3040.0,484.0,40.0,5164.0
4669,0.0,-19.93644,-43.94726,140.0,4.0,2.0,2.0,3.0,0.0,1.0,777.0,2000.0,237.0,27.0,3041.0
4670,0.0,-19.94946,-43.92978,27.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1167.0,334.0,16.0,1517.0
4671,4.0,-23.59574,-46.61002,250.0,3.0,4.0,2.0,16.0,0.0,1.0,3300.0,6000.0,517.0,77.0,9894.0
4672,4.0,-23.50025,-46.60808,208.0,3.0,2.0,2.0,3.0,0.0,1.0,1800.0,5000.0,500.0,64.0,7364.0
4673,4.0,-23.55972,-46.64595,34.0,1.0,1.0,1.0,4.0,0.0,1.0,620.0,3100.0,45.0,40.0,3805.0
4674,4.0,-23.50305,-46.64319,150.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,2850.0,275.0,37.0,3162.0
4675,4.0,-23.5939,-46.62386,127.0,3.0,3.0,2.0,17.0,1.0,0.0,1775.0,7000.0,421.0,89.0,9285.0
4676,4.0,-23.57583,-46.60799,61.0,1.0,1.0,0.0,1.0,1.0,0.0,437.0,2700.0,0.0,35.0,3172.0
4677,4.0,-23.5826,-46.6414,375.0,4.0,4.0,3.0,19.0,0.0,0.0,2500.0,9000.0,917.0,115.0,12530.0
4678,2.0,-30.00457,-51.22604,30.0,1.0,1.0,0.0,2.0,0.0,0.0,280.0,1270.0,42.0,19.0,1611.0
4679,4.0,-23.58007,-46.62635,480.0,5.0,7.0,5.0,19.0,0.0,1.0,6200.0,8500.0,3700.0,108.0,18510.0
4680,4.0,-23.52371,-46.60775,33.0,1.0,1.0,1.0,18.0,1.0,0.0,1500.0,3500.0,0.0,45.0,5045.0
4681,3.0,-22.93152,-43.18029,84.0,3.0,1.0,0.0,1.0,1.0,1.0,900.0,3100.0,209.0,40.0,4249.0
4682,2.0,-30.00876,-51.20313,97.0,3.0,3.0,3.0,5.0,0.0,1.0,850.0,3000.0,164.0,44.0,4058.0
4683,3.0,-22.91063,-43.16233,110.0,3.0,2.0,1.0,8.0,0.0,1.0,1488.0,2500.0,190.0,33.0,4211.0
4684,0.0,-19.92935,-43.93844,77.0,3.0,3.0,2.0,2.0,0.0,0.0,1010.0,2200.0,306.0,30.0,3546.0
4685,3.0,-22.94464,-43.16431,105.0,3.0,2.0,1.0,4.0,0.0,1.0,1590.0,2500.0,258.0,33.0,4381.0
4686,4.0,-23.57091,-46.63813,33.0,1.0,1.0,1.0,1.0,1.0,0.0,190.0,1800.0,90.0,23.0,2103.0
4687,4.0,-23.55016,-46.64038,25.0,1.0,1.0,0.0,5.0,0.0,1.0,340.0,2040.0,0.0,26.0,2406.0
4688,4.0,-23.53984,-46.62685,240.0,3.0,3.0,3.0,11.0,0.0,0.0,3000.0,10000.0,1200.0,127.0,14330.0
4689,3.0,-22.9168,-43.17137,80.0,2.0,2.0,1.0,8.0,0.0,1.0,760.0,2500.0,300.0,33.0,3593.0
4690,4.0,-23.54087,-46.63481,50.0,2.0,1.0,2.0,1.0,1.0,1.0,850.0,1900.0,42.0,25.0,2817.0
4691,0.0,-19.92375,-43.94362,32.0,1.0,1.0,0.0,9.0,1.0,1.0,300.0,1000.0,100.0,14.0,1414.0
4692,0.0,-19.9208,-43.94589,48.0,2.0,1.0,1.0,2.0,0.0,1.0,170.0,1400.0,12.0,19.0,1601.0
4693,3.0,-22.94619,-43.1749,30.0,1.0,1.0,0.0,14.0,0.0,0.0,706.0,1100.0,133.0,15.0,1954.0
4694,2.0,-30.02488,-51.20901,75.0,2.0,2.0,1.0,4.0,0.0,1.0,488.0,2800.0,135.0,41.0,3464.0
4695,2.0,-30.02571,-51.22041,59.0,2.0,2.0,1.0,2.0,0.0,1.0,490.0,1450.0,48.0,22.0,2010.0
4696,4.0,-23.59626,-46.63496,25.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1750.0,0.0,23.0,1773.0
4697,1.0,-22.91076,-47.05273,140.0,4.0,3.0,2.0,2.0,0.0,1.0,1070.0,3000.0,250.0,39.0,4359.0
4698,4.0,-23.57389,-46.62964,100.0,2.0,1.0,1.0,11.0,0.0,1.0,1173.0,4000.0,120.0,51.0,5344.0
4699,4.0,-23.53229,-46.64961,124.0,3.0,2.0,1.0,4.0,1.0,0.0,1070.0,2750.0,289.0,35.0,4144.0
4700,4.0,-23.56036,-46.62288,84.0,2.0,3.0,2.0,32.0,1.0,0.0,850.0,8500.0,450.0,108.0,9908.0
4701,4.0,-23.5982,-46.60767,69.0,2.0,2.0,1.0,21.0,0.0,1.0,662.0,4000.0,146.0,51.0,4859.0
4702,4.0,-23.59391,-46.60081,70.0,1.0,2.0,1.0,3.0,0.0,1.0,1054.0,4000.0,106.0,51.0,5211.0
